motif_id,instance_idx,start,end,length,distance,meta_waterzumpf_cv,meta_ore_cv,meta_watermill_cv,meta_pattern_type
9,35,255498,255558,60,3.6864587480146214,,,,
9,36,3014,3074,60,3.6886715136790866,,,,
9,37,18927,18987,60,3.6949244471281215,,,,
9,38,72441,72501,60,3.698880487771824,,,,
9,39,13973,14033,60,3.7005137035614863,,,,
9,40,4787,4847,60,3.7012978914176657,,,,
9,41,9154,9214,60,3.7079719843929877,,,,
9,42,8828,8888,60,3.714022569425414,,,,
9,43,14768,14828,60,3.732605452888222,,,,
9,44,6717,6777,60,3.7422367647657184,,,,
9,45,196451,196511,60,3.783991334245631,,,,
9,46,31097,31157,60,3.814385379105051,,,,
9,47,63,123,60,3.8169003805008046,,,,
9,48,235003,235063,60,3.8374993845472174,,,,
9,49,160450,160510,60,3.842001098897003,,,,
9,50,226485,226545,60,3.851625865817019,,,,
9,51,34311,34371,60,3.8621652723742783,,,,
9,52,24551,24611,60,3.892503960575001,,,,
9,53,9742,9802,60,3.8951325517792172,,,,
9,54,35457,35517,60,3.898915384756776,,,,
9,55,7488,7548,60,3.910287651587961,,,,
9,56,23792,23852,60,3.9118406157323986,,,,
9,57,17916,17976,60,3.931699633041858,,,,
9,58,212493,212553,60,3.9414233257345574,,,,
9,59,23156,23216,60,3.9436026719475348,,,,
9,60,265861,265921,60,3.9442521464257783,,,,
9,61,197132,197192,60,3.9453496734907607,,,,
9,62,132147,132207,60,3.95343274917142,,,,
9,63,266519,266579,60,3.9726423301668166,,,,
9,64,268881,268941,60,3.9770694151710764,,,,
9,65,177178,177238,60,3.9911842832222426,,,,
9,66,262973,263033,60,3.9982662894004783,,,,
9,67,234184,234244,60,3.998943913566276,,,,
9,68,33291,33351,60,4.000283120700708,,,,
9,69,14380,14440,60,4.003591314570196,,,,
9,70,3893,3953,60,4.011658564729046,,,,
9,71,7930,7990,60,4.02319502815478,,,,
9,72,22966,23026,60,4.031281136951064,,,,
9,73,38250,38310,60,4.043527109672519,,,,
9,74,266264,266324,60,4.0442227228430685,,,,
9,75,10728,10788,60,4.049448656025414,,,,
9,76,263574,263634,60,4.0506711458364695,,,,
9,77,13852,13912,60,4.060794169150717,,,,
9,78,77753,77813,60,4.077580973664985,,,,
9,79,215007,215067,60,4.083497569433535,,,,
9,80,1572,1632,60,4.098167168872665,,,,
9,81,29210,29270,60,4.100102481954866,,,,
9,82,18842,18902,60,4.104489060623321,,,,
9,83,258337,258397,60,4.107323617710103,,,,
9,84,129825,129885,60,4.1154970562553626,,,,
9,85,166098,166158,60,4.1331528494991305,,,,
9,86,16698,16758,60,4.135352325412318,,,,
9,87,142889,142949,60,4.139749872658724,,,,
9,88,8112,8172,60,4.139921152251206,,,,
9,89,197931,197991,60,4.148693960553746,,,,
9,90,18165,18225,60,4.1509552878086975,,,,
9,91,17435,17495,60,4.152940868823874,,,,
9,92,785,845,60,4.1544978953542655,,,,
9,93,272,332,60,4.157445099711791,,,,
9,94,27541,27601,60,4.161214089916823,,,,
9,95,9597,9657,60,4.163791590439333,,,,
9,96,205324,205384,60,4.165846280101723,,,,
9,97,27756,27816,60,4.170588604467183,,,,
9,98,107352,107412,60,4.173234514608432,,,,
9,99,36427,36487,60,4.173355071168627,,,,
9,100,12865,12925,60,4.175872799894016,,,,
9,101,24242,24302,60,4.177264805454636,,,,
9,102,1697,1757,60,4.177617387289983,,,,
9,103,15049,15109,60,4.179225911133194,,,,
9,104,159405,159465,60,4.1820266722800365,,,,
9,105,32594,32654,60,4.188835845084751,,,,
9,106,33986,34046,60,4.195143169124193,,,,
9,107,18363,18423,60,4.207831993192928,,,,
9,108,204590,204650,60,4.208675260536211,,,,
9,109,236740,236800,60,4.209395894186961,,,,
9,110,14674,14734,60,4.228672015558099,,,,
9,111,225257,225317,60,4.233696033006445,,,,
9,112,156857,156917,60,4.235097039917905,,,,
9,113,231049,231109,60,4.235317993474734,,,,
9,114,77958,78018,60,4.247326552970402,,,,
9,115,254981,255041,60,4.265282487590038,,,,
9,116,265083,265143,60,4.271389672980728,,,,
9,117,200143,200203,60,4.287211264183508,,,,
9,118,21531,21591,60,4.287578984796106,,,,
9,119,203931,203991,60,4.30111833983401,,,,
9,120,34251,34311,60,4.306279418466099,,,,
9,121,10403,10463,60,4.309273120495485,,,,
9,122,236308,236368,60,4.3140518781840544,,,,
9,123,32507,32567,60,4.318172864622588,,,,
9,124,38331,38391,60,4.32122265025275,,,,
9,125,35075,35135,60,4.325968201625986,,,,
9,126,110917,110977,60,4.329625247053323,,,,
9,127,164918,164978,60,4.333427357501198,,,,
9,128,113255,113315,60,4.339914920525993,,,,
9,129,253687,253747,60,4.345376319283451,,,,
9,130,136024,136084,60,4.354584975965971,,,,
9,131,126471,126531,60,4.357819868519192,,,,
9,132,259669,259729,60,4.361280859062058,,,,
9,133,102268,102328,60,4.3663459212879205,,,,
9,134,18045,18105,60,4.373530902778371,,,,
9,135,15117,15177,60,4.37931562071501,,,,
9,136,255437,255497,60,4.3799449134727295,,,,
9,137,37782,37842,60,4.383866897528249,,,,
9,138,254485,254545,60,4.387711167436263,,,,
9,139,232541,232601,60,4.3934455608852465,,,,
9,140,175914,175974,60,4.393499973751184,,,,
9,141,101991,102051,60,4.393556468292733,,,,
9,142,3169,3229,60,4.40294672680037,,,,
9,143,17022,17082,60,4.408218130234736,,,,
9,144,229960,230020,60,4.414504901455142,,,,
9,145,19059,19119,60,4.419968016446073,,,,
9,146,196868,196928,60,4.422881483841395,,,,
9,147,3445,3505,60,4.427210373944788,,,,
9,148,16383,16443,60,4.452531163888827,,,,
9,149,32975,33035,60,4.459246114529871,,,,
9,150,84075,84135,60,4.460576155941599,,,,
9,151,113967,114027,60,4.462740599716369,,,,
9,152,34771,34831,60,4.479319969907132,,,,
9,153,17498,17558,60,4.4803171792255165,,,,
9,154,35163,35223,60,4.483081193038656,,,,
9,155,21162,21222,60,4.4943032074843545,,,,
9,156,105163,105223,60,4.498429615237706,,,,
10,0,187446,187506,60,3.2558269977259223e-06,,,,
10,1,144179,144239,60,3.434195657746735,,,,
10,2,183745,183805,60,3.8506686518676596,,,,
10,3,231593,231653,60,4.121954218968371,,,,
10,4,245597,245657,60,4.174035154183618,,,,
10,5,232708,232768,60,4.232824957988991,,,,
10,6,61818,61878,60,4.334260940705237,,,,
11,0,63409,63469,60,9.518098487062044e-07,,,,
11,1,264142,264202,60,1.5284631157946047,,,,
11,2,30801,30861,60,1.6557940315659725,,,,
11,3,213235,213295,60,2.4050654219157535,,,,
12,0,101688,101748,60,9.860471165445022e-06,,,,
12,1,213653,213713,60,3.049216662090974,,,,
12,2,269629,269689,60,3.442644675854423,,,,
12,3,136932,136992,60,3.5499088417857427,,,,
12,4,127615,127675,60,3.6611873187427326,,,,
12,5,204152,204212,60,3.7146533855155295,,,,
12,6,177867,177927,60,3.7254177685543954,,,,
12,7,104059,104119,60,3.788267551988893,,,,
12,8,161071,161131,60,3.813987818745278,,,,
12,9,263166,263226,60,3.9096542058778816,,,,
12,10,109459,109519,60,3.9292712958427414,,,,
12,11,202835,202895,60,3.9763408460655056,,,,
12,12,261942,262002,60,4.003246209347608,,,,
12,13,144924,144984,60,4.115085629257397,,,,
12,14,213801,213861,60,4.1468839422777775,,,,
12,15,118449,118509,60,4.163245730067539,,,,
12,16,7598,7658,60,4.168151551405164,,,,
12,17,266817,266877,60,4.171457812527749,,,,
12,18,88288,88348,60,4.199909185598788,,,,
12,19,39874,39934,60,4.207903024927917,,,,
12,20,83942,84002,60,4.261376536982496,,,,
12,21,267636,267696,60,4.262675349301433,,,,
12,22,265334,265394,60,4.274565448332835,,,,
12,23,27828,27888,60,4.294598607325445,,,,
12,24,118543,118603,60,4.29682352441798,,,,
12,25,231154,231214,60,4.296836148537557,,,,
12,26,135431,135491,60,4.344037032889962,,,,
12,27,155068,155128,60,4.362632970162973,,,,
12,28,231403,231463,60,4.366773467078748,,,,
12,29,98242,98302,60,4.370307288923668,,,,
12,30,157960,158020,60,4.377014788756903,,,,
12,31,102918,102978,60,4.384885689847439,,,,
12,32,191366,191426,60,4.391126249545564,,,,
12,33,127716,127776,60,4.4237354110040155,,,,
12,34,24658,24718,60,4.425995612895275,,,,
12,35,124079,124139,60,4.43471550118739,,,,
12,36,210324,210384,60,4.435075970368321,,,,
12,37,89015,89075,60,4.4457136675415105,,,,
12,38,43639,43699,60,4.448206962809409,,,,
12,39,35587,35647,60,4.4519518631589605,,,,
12,40,230977,231037,60,4.469866122939735,,,,
12,41,198196,198256,60,4.482982654416909,,,,
12,42,3301,3361,60,4.487714003997848,,,,
13,0,234756,234816,60,9.279966571821481e-06,,,,
13,1,248049,248109,60,4.189695727707829,,,,
14,0,173333,173393,60,4.986882367933247e-07,,,,
14,1,41291,41351,60,3.1833438438068202,,,,
14,2,85615,85675,60,3.221493269202572,,,,
14,3,12348,12408,60,3.300728870574515,,,,
14,4,155577,155637,60,3.316336747033532,,,,
14,5,136146,136206,60,3.5442449777514913,,,,
14,6,102597,102657,60,3.547649212393477,,,,
14,7,10908,10968,60,3.5887973047384354,,,,
14,8,54105,54165,60,3.6031298914167587,,,,
14,9,111970,112030,60,3.6449110829225666,,,,
14,10,62327,62387,60,3.6849473536175346,,,,
14,11,144739,144799,60,3.702548333982775,,,,
14,12,186590,186650,60,3.763026350128208,,,,
14,13,221408,221468,60,3.907110195744481,,,,
14,14,225850,225910,60,3.9125783270113117,,,,
14,15,227420,227480,60,3.992360543650957,,,,
14,16,73846,73906,60,3.9928014327612242,,,,
14,17,82149,82209,60,4.0227263571148795,,,,
14,18,89511,89571,60,4.143786288153993,,,,
14,19,57064,57124,60,4.1742715700993855,,,,
14,20,31906,31966,60,4.232966193390547,,,,
14,21,250988,251048,60,4.245890889256675,,,,
14,22,189331,189391,60,4.284575394940598,,,,
14,23,38548,38608,60,4.341224303459805,,,,
14,24,240673,240733,60,4.343753508033346,,,,
14,25,200581,200641,60,4.3636746241492235,,,,
14,26,88176,88236,60,4.372985788890707,,,,
14,27,181922,181982,60,4.379418288999406,,,,
14,28,186813,186873,60,4.466328008776532,,,,
14,29,54767,54827,60,4.491973503566049,,,,
14,30,207697,207757,60,4.494662605047351,,,,
14,31,158548,158608,60,4.495385527463323,,,,
14,32,94788,94848,60,4.4994684343807805,,,,
15,0,242635,242695,60,9.353372351214418e-07,,,,
15,1,74047,74107,60,3.032937236750519,,,,
15,2,205861,205921,60,3.1111937316559644,,,,
15,3,154909,154969,60,3.177852674837963,,,,
15,4,115222,115282,60,3.3018567292356096,,,,
15,5,113879,113939,60,3.4338210665303253,,,,
15,6,98002,98062,60,3.451307866928461,,,,
15,7,36137,36197,60,3.585589396217875,,,,
15,8,9299,9359,60,3.6554733877478442,,,,
15,9,183683,183743,60,3.687375756483531,,,,
15,10,106908,106968,60,3.8171141963756328,,,,
15,11,37200,37260,60,3.840076544995614,,,,
15,12,37581,37641,60,3.859430943197366,,,,
15,13,37279,37339,60,3.8818475136270796,,,,
15,14,116596,116656,60,3.888399844005467,,,,
15,15,112789,112849,60,3.8913570572693406,,,,
15,16,254275,254335,60,3.972283103726398,,,,
15,17,74505,74565,60,4.048437707060741,,,,
15,18,200418,200478,60,4.0503859109294575,,,,
15,19,104892,104952,60,4.052089629471386,,,,
15,20,90690,90750,60,4.0912814765446734,,,,
15,21,203321,203381,60,4.095972787858726,,,,
15,22,148039,148099,60,4.099710173072712,,,,
15,23,68966,69026,60,4.114809109217012,,,,
15,24,140147,140207,60,4.1180267402409365,,,,
15,25,33377,33437,60,4.162105479402716,,,,
15,26,113556,113616,60,4.214615224427584,,,,
15,27,6257,6317,60,4.2802125489272145,,,,
15,28,49145,49205,60,4.281869518106283,,,,
15,29,266062,266122,60,4.282790745369011,,,,
15,30,39013,39073,60,4.2897586111469606,,,,
15,31,101085,101145,60,4.300454324603704,,,,
15,32,250008,250068,60,4.301825782734523,,,,
15,33,85451,85511,60,4.312942151425511,,,,
15,34,169099,169159,60,4.318470784452184,,,,
15,35,140702,140762,60,4.362915764879975,,,,
15,36,93952,94012,60,4.385677401059866,,,,
15,37,158231,158291,60,4.415241386860153,,,,
15,38,70819,70879,60,4.42725283438322,,,,
15,39,228144,228204,60,4.430465170634284,,,,
15,40,208716,208776,60,4.473346614024671,,,,
15,41,75566,75626,60,4.486361664090816,,,,
15,42,186492,186552,60,4.488798472061274,,,,
16,0,257102,257162,60,0.0,,,,
16,1,125828,125888,60,2.403416811831079,,,,
16,2,84914,84974,60,2.8695983182885447,,,,
16,3,226599,226659,60,2.961466769825084,,,,
16,4,216852,216912,60,3.2815924156829746,,,,
16,5,201284,201344,60,3.4008469769718563,,,,
16,6,125984,126044,60,3.565656183082143,,,,
16,7,98701,98761,60,3.6021794460829537,,,,
16,8,222818,222878,60,3.6512120898693348,,,,
16,9,146034,146094,60,3.7288085120327046,,,,
16,10,246265,246325,60,3.7393245803169246,,,,
16,11,245071,245131,60,3.780601971250539,,,,
16,12,213583,213643,60,3.857557605795428,,,,
16,13,140207,140267,60,3.8656904528397047,,,,
16,14,139247,139307,60,3.9045286005989173,,,,
16,15,102498,102558,60,3.9123007837915478,,,,
16,16,78582,78642,60,3.9463799959157972,,,,
16,17,238159,238219,60,3.949759282167983,,,,
16,18,249032,249092,60,3.950895386511687,,,,
16,19,207021,207081,60,3.963337709891727,,,,
16,20,245468,245528,60,3.9736919692951798,,,,
16,21,194456,194516,60,3.982041124926602,,,,
16,22,108453,108513,60,4.020837778899028,,,,
16,23,231948,232008,60,4.056294238817686,,,,
16,24,196716,196776,60,4.062298460060581,,,,
16,25,143471,143531,60,4.064708599880157,,,,
16,26,167235,167295,60,4.0700923377819125,,,,
16,27,104561,104621,60,4.076581381808405,,,,
16,28,111078,111138,60,4.098198669190123,,,,
16,29,49488,49548,60,4.147763325390712,,,,
16,30,201964,202024,60,4.18913312354183,,,,
16,31,81901,81961,60,4.250797474961103,,,,
16,32,127471,127531,60,4.256737651643992,,,,
16,33,201469,201529,60,4.261679709192267,,,,
16,34,199939,199999,60,4.298381250815221,,,,
16,35,106104,106164,60,4.309083452407004,,,,
16,36,229548,229608,60,4.332175445421817,,,,
16,37,115533,115593,60,4.356941530807299,,,,
16,38,107622,107682,60,4.3709995023139205,,,,
16,39,231220,231280,60,4.401058833934674,,,,
16,40,169455,169515,60,4.411843520174134,,,,
16,41,87474,87534,60,4.417608030825251,,,,
16,42,208237,208297,60,4.427026474496884,,,,
16,43,187945,188005,60,4.481190019290949,,,,
17,0,183176,183236,60,5.488403329214221e-06,,,,
18,0,26348,26408,60,0.0,,,,
18,1,124737,124797,60,1.6913694229241154,,,,
18,2,52417,52477,60,1.9630476866177344,,,,
18,3,236186,236246,60,2.4798166668611907,,,,
18,4,229608,229668,60,2.738979957637175,,,,
18,5,22031,22091,60,2.7761365637765416,,,,
18,6,237011,237071,60,2.8367757162535425,,,,
18,7,258855,258915,60,3.098719963424546,,,,
18,8,234859,234919,60,3.1620016112957434,,,,
18,9,22448,22508,60,3.1896860124621615,,,,
18,10,257952,258012,60,3.1906182574286546,,,,
18,11,170087,170147,60,3.292315571380589,,,,
18,12,162874,162934,60,3.393674204839447,,,,
18,13,169923,169983,60,3.608876492445135,,,,
18,14,87112,87172,60,3.6633430995397505,,,,
18,15,122383,122443,60,3.7541810762769576,,,,
18,16,164671,164731,60,3.895192449843653,,,,
18,17,239124,239184,60,3.9044299295323537,,,,
18,18,122896,122956,60,4.066094559252659,,,,
18,19,73745,73805,60,4.194745254733601,,,,
18,20,133460,133520,60,4.241647313974113,,,,
18,21,149346,149406,60,4.3193493068698885,,,,
18,22,25261,25321,60,4.386912251757049,,,,
18,23,157767,157827,60,4.388856317152763,,,,
18,24,63963,64023,60,4.470335281404659,,,,
19,0,141659,141719,60,2.7476383618393204e-07,,,,
19,1,95049,95109,60,3.2213140882968125,,,,
19,2,62510,62570,60,3.693724732940913,,,,
19,3,232187,232247,60,3.8642667564509483,,,,
19,4,201687,201747,60,3.8790880607776095,,,,
19,5,49788,49848,60,3.9161030442640588,,,,
19,6,121247,121307,60,4.058186062115111,,,,
19,7,190824,190884,60,4.1045013191018915,,,,
19,8,184459,184519,60,4.1351625449217275,,,,
19,9,194367,194427,60,4.185008490837498,,,,
19,10,81968,82028,60,4.207947392986535,,,,
19,11,62193,62253,60,4.22712597330484,,,,
19,12,39802,39862,60,4.234946407064698,,,,
19,13,187385,187445,60,4.238828822482046,,,,
19,14,171682,171742,60,4.261410252206468,,,,
19,15,160081,160141,60,4.2773150247344285,,,,
19,16,70643,70703,60,4.284842292058617,,,,
19,17,46810,46870,60,4.325395500471197,,,,
19,18,1881,1941,60,4.326348850752364,,,,
19,19,228033,228093,60,4.331547020508262,,,,
19,20,198353,198413,60,4.3466808352500195,,,,
19,21,249435,249495,60,4.40613482042271,,,,
19,22,204024,204084,60,4.408943836360256,,,,
19,23,214076,214136,60,4.445410820687725,,,,
19,24,1318,1378,60,4.495457529221484,,,,
19,25,130699,130759,60,4.497219589643834,,,,
20,0,124356,124416,60,9.657056180250438e-07,,,,
21,0,109551,109611,60,4.2146848510894033e-07,0.00796125479691045,0.07701193059355926,0.2332208032300732,
21,1,171466,171526,60,2.5613015945245774,0.0034751881567796883,0.014776203952992437,0.004921777847108551,
21,2,238366,238426,60,3.2500203977141267,0.008590030432290802,0.018944089276188777,0.024916986765663382,
21,3,76074,76134,60,3.687492825046864,0.00436510622216891,0.0334111257153709,0.10390072244848299,
21,4,258261,258321,60,4.180464486990209,0.008334483472193453,0.01008363826641612,0.0138026748595,
21,5,41295,41355,60,4.2607097605615,0.002038492624668668,0.00537181649307353,0.003729903128922276,
21,6,238040,238100,60,4.286014504801015,0.009895458824693611,0.012478703433485576,0.015645371399861586,
21,7,123294,123354,60,4.400338536086995,0.0072648916834847825,0.022647850086430794,0.02035159086964103,
21,8,66520,66580,60,4.450355793963018,0.003365309687524652,0.057631550281254516,0.004685191035409981,
21,9,41130,41190,60,4.465231534160468,0.0009547476838095379,0.0011815454850248217,0.0016957493653154832,
22,0,44572,44632,60,0.0,0.0031894085746790703,0.01262444109232318,0.0039581259363044,
22,1,162492,162552,60,1.2081369867462448,0.0036671250123489043,0.008380338860379413,0.004939724136375037,
22,2,48543,48603,60,2.3493666331671887,2.5097689758890714e-16,0.0016587692412397092,0.0016369798845895407,
22,3,154986,155046,60,3.142976369559868,0.0019703847420448005,0.0023688886955164985,0.0029651910793776367,
22,4,117080,117140,60,3.174073518506165,0.0018313096192899298,0.006500668555343018,0.002523093589851081,
22,5,134541,134601,60,3.2437846411459095,0.0018349372727447899,0.0022116284906767768,0.003690987836743137,
22,6,44937,44997,60,3.468037137229655,4.251760634333383e-17,0.0015668566962210833,0.0015118142537156674,
22,7,175383,175443,60,3.5940288008789305,0.0034205882082925894,0.0049532548905029915,0.005830495876685808,
22,8,187630,187690,60,3.6245899193239683,0.0015033870891476694,0.00446200466783934,0.004710459003647861,
22,9,13248,13308,60,3.7063834312563797,0.001603584211225158,0.0019757510871309084,0.0022415550891198453,
22,10,11707,11767,60,3.72791167953924,0.0047152489658709995,0.0076690272311743515,0.005839706628595696,
22,11,123204,123264,60,3.74875274811957,0.0038902220668618525,0.0060289445998542674,0.023012525472685858,
22,12,25901,25961,60,3.7647948399271067,0.003359191339072364,0.004197575104634115,0.004382613485703054,
22,13,167774,167834,60,3.7904110886717968,0.0010024322268583211,0.0013455361752651481,0.0018761317601138964,
22,14,100644,100704,60,3.85749063856104,1.0780870854197116e-16,0.0010558214592585116,0.0021796498387799818,
22,15,179644,179704,60,3.8710753151777415,0.0025582416831102994,0.0035032157578661627,0.003074079832771887,
22,16,101825,101885,60,3.932849153694163,0.0028870739946872124,0.020216504651568254,0.013884667403766046,
22,17,26474,26534,60,4.007336412454892,0.003580314659011383,0.006330746525862467,0.004801612521231572,
22,18,177037,177097,60,4.037523769954259,0.0025782541377743135,0.005757034699885665,0.004367820737278497,
22,19,166940,167000,60,4.4036389241074865,0.00249442101914701,0.004698200080340614,0.006331906227339544,
23,0,89203,89263,60,6.251387883246848e-07,0.009969960959690393,0.013305165638721552,0.02992377822135732,
23,1,221286,221346,60,1.7078316459185592,0.009385355571428576,0.011789442490295248,0.028262711909566307,
23,2,222277,222337,60,3.4915038819983004,0.009565492126930813,0.01893501720303842,0.020800013150734552,
23,3,227263,227323,60,4.41615718629448,0.007545365319124733,0.06889204744313676,0.021224058823383303,
24,0,234756,234816,60,9.279966571821481e-06,0.0016754326021327513,0.005901406331393164,0.003348831715154112,
24,1,248049,248109,60,4.1896957277078295,0.0029286282496704475,0.005443958039511855,0.009218322525873124,
25,0,174522,174582,60,1.3559237916561753e-06,0.006486956597549454,0.011653406332570962,0.0484903691196858,
25,1,226585,226645,60,2.9641340905217084,0.009706143822421638,0.018019351694011587,0.013955470562018648,
25,2,137966,138026,60,3.152856138824628,0.003465292044820011,0.011820106831998009,0.052168273615309804,
25,3,125976,126036,60,4.024642196073551,0.0028620125708354953,0.01138955102796323,0.07332758247083587,
25,4,59306,59366,60,4.314699928933263,0.0011629656536112597,0.0018868073760776672,0.001523062980000118,
25,5,157553,157613,60,4.446974309629271,0.0039013963109431854,0.006366778128754152,0.0047927335010904525,
26,0,176968,177028,60,1.918723416664585e-06,0.003436201160779972,0.012064141070799223,0.006578508410446977,
26,1,2914,2974,60,1.9978348651754032,0.005962911041816189,0.010566681826347932,0.00737428740060508,
26,2,372,432,60,2.901321789359933,0.004170652463056759,0.009264913674049935,0.005164806965565507,
26,3,50155,50215,60,3.3283794872059342,0.0017214558430356623,0.011758140012465099,0.011086098214064121,
26,4,12736,12796,60,3.6584809916310075,0.004493855305902649,0.00814039324110006,0.005537327039572616,
26,5,133624,133684,60,3.688713688705271,5.138836398215287e-16,0.0011747363318973239,0.0020310322356108276,
26,6,3328,3388,60,3.7779186758551857,0.002726098164271494,0.004616638414900091,0.008167823625896886,
26,7,122698,122758,60,4.0317791535165,0.009981050476192622,0.013285099080314161,0.024275209242296873,
27,0,49008,49068,60,6.1971634533739236e-06,0.001267168468462808,0.009162241810191533,0.06870331378443847,
27,1,123105,123165,60,3.8800315299853456,0.0021677334968768633,0.004625149400340038,0.044251251936333474,
27,2,227110,227170,60,3.8974031587024403,0.006553086559952903,0.008355839934183908,0.007920873388937414,
27,3,1403,1463,60,3.904406276705947,0.0025385621329593465,0.004747314287153405,0.010208503324487693,
27,4,248649,248709,60,3.942873992285865,0.005353757929350599,0.012707790093049495,0.019474071647973674,
27,5,119818,119878,60,4.06602284360811,0.0047568093844727434,0.007589194918262621,0.013337683246343343,
27,6,261289,261349,60,4.131995430622541,0.005296461917923388,0.011828523382143631,0.016658540111899493,
27,7,257930,257990,60,4.143033061208853,0.004473444129977374,0.005477397124592899,0.011552689999666998,
27,8,11341,11401,60,4.169057362573738,0.0030394088631944347,0.007721160936371404,0.005893490240348656,
27,9,1017,1077,60,4.1797939553717915,0.0021426874234773147,0.010404633924306968,0.006938436551272283,
27,10,89801,89861,60,4.18072046966568,0.0034506495010564182,0.004838800586113976,0.004178454849757862,
27,11,114561,114621,60,4.1853639374017115,0.003854145854053495,0.004886022973962684,0.0054795087462157594,
27,12,257724,257784,60,4.321619597402373,0.004549013640877577,0.0055270854867328564,0.012774347142131614,
27,13,257357,257417,60,4.362420432580531,0.00364908762399773,0.013584319278449003,0.03392801100518909,
27,14,261424,261484,60,4.385469951223783,0.00723320899257227,0.00999719171093693,0.014610766537862793,
27,15,222455,222515,60,4.405358606318125,0.003990340044763907,0.006145733439924127,0.0058294514680827915,
28,0,6449,6509,60,3.455656066923933e-06,0.005126126819878687,0.019754945197638825,0.006841279220231603,
28,1,159974,160034,60,3.0359047593756943,0.003240146530356403,0.004742327238950197,0.004340039548411409,
28,2,167387,167447,60,3.2602189015770624,0.00379572056819593,0.00917696428623572,0.004566692606389952,
28,3,97513,97573,60,3.375801770264458,0.0007170252436735926,0.005374571049426061,0.0024253625158406444,
28,4,144244,144304,60,3.3988891885962054,0.0037945874082200457,0.004615422385184678,0.005990779428366262,
28,5,243425,243485,60,3.480779779461244,0.009811815175729667,0.01963607366217509,0.012715914689468453,
28,6,228575,228635,60,3.483215974769859,0.006565615166108051,0.008212074531693925,0.00956927596557136,
28,7,256842,256902,60,3.4853758928685226,0.003526169458417289,0.007622616594647469,0.007828243254756017,
28,8,212590,212650,60,3.6265026703912024,0.005621818113117781,0.012112385448927569,0.014685901671571917,
28,9,32332,32392,60,3.7800526251111974,0.0017540974107944352,0.004288004995675875,0.0033336925472779314,
28,10,168220,168280,60,3.7891372198771682,0.0023049719276737905,0.0028709230318930148,0.00475424114232546,
28,11,123462,123522,60,3.810613139069529,0.003312369735349665,0.004117773299583973,0.006070285861428737,
28,12,23905,23965,60,3.9431186387263137,0.0025552865963253133,0.007033565280291072,0.007876940155937907,
28,13,65890,65950,60,4.120620739391813,0.002985297607788902,0.003753313023022375,0.005209577729084698,
28,14,234246,234306,60,4.164813338689672,0.009623722097873643,0.02954463595920021,0.05143333720270997,
28,15,157199,157259,60,4.232852779928076,0.0024263431254237466,0.003486034179349198,0.0032663770434335107,
28,16,72775,72835,60,4.232984231645509,0.0038622177139330228,0.004900147292909373,0.00844311780053189,
28,17,40483,40543,60,4.248084126152033,0.0026638250397183656,0.0033451945809836263,0.01860338191033616,
28,18,68653,68713,60,4.327222711418045,0.0031341010934745634,0.0037837857903999564,0.005433410626149632,
28,19,44434,44494,60,4.358876500985101,0.00307136945277831,0.0039001853552813877,0.003988071522846931,
29,0,181536,181596,60,9.424321830774485e-08,0.005197468046747522,0.009320113185499407,0.020792238726822593,
29,1,96548,96608,60,3.394189160940549,0.00235339370350783,0.004680537549883121,0.01672783395677516,
29,2,128394,128454,60,3.407695997644155,0.007454240159868248,0.009712150934221704,0.026740697276388937,
29,3,94168,94228,60,3.441511368136753,0.0038979862920186345,0.027466679885872574,0.004729855661801315,
29,4,227613,227673,60,3.713064038183771,0.0035854033163658177,0.006628040248155946,0.01323749032581331,
29,5,39975,40035,60,3.977094733515543,0.006024228005840306,0.04325728294282034,0.3273093885582341,
29,6,166153,166213,60,4.072645728821535,0.001913729735979651,0.011340500357622164,0.03563264125840282,
29,7,258375,258435,60,4.192890678833496,0.003760249876168656,0.005269472299688652,0.0070442472610885345,
29,8,46640,46700,60,4.2122823734152615,0.0048727561446663325,0.01246455027470599,0.08571115237651264,
29,9,179859,179919,60,4.262953154039732,0.0008777636624885271,0.0012332464629220116,0.00617362860371989,
29,10,120851,120911,60,4.281752710984827,0.002132409462488386,0.00675484666755103,0.0035284252167937053,
29,11,180627,180687,60,4.297795085639137,0.007883063425479684,0.02006641896489706,0.04416339949819235,
29,12,156725,156785,60,4.450763807553334,0.00970182258326217,0.01359011073567407,0.0697601893367025,
30,0,244125,244185,60,0.0,0.009774858766202618,0.014855481606269375,0.01197323405507754,
30,1,228329,228389,60,1.6588037754061342,0.0069966644654059764,0.017231199061042996,0.016705039012302404,
30,2,248257,248317,60,2.414782513638293,0.005672500741823884,0.017793020415505352,0.00838058226556724,
30,3,247063,247123,60,2.4593864830676786,0.0097180115251648,0.015620243593502227,0.011955693537954032,
30,4,260639,260699,60,2.722238555560508,0.00864786374247302,0.014774447949671117,0.03729248370470236,
30,5,87058,87118,60,4.182611279065917,0.0025735751689405107,0.006703695057657729,0.009144376192073872,
30,6,240457,240517,60,4.351916651392851,0.002311929996599802,0.013673589226847282,0.018994043350149873,
30,7,101254,101314,60,4.375112863779734,0.0018446933676760802,0.004939867597381597,0.0024751814188154015,
30,8,102594,102654,60,4.437867728285678,0.0014121732393712356,0.001820347746738183,0.0018257879976382116,
31,0,244813,244873,60,0.0,0.00862437912726645,0.03735280116746101,0.02898080452683908,
