motif_id,pattern_type,instance_idx,start,end,length,distance,meta_pattern_type,meta_waterzumpf_cv,meta_ore_cv,meta_watermill_cv,meta_psi200_cv
22,density,6,112416,112476,60,3.8480560172365763,density,0.0025563376861555726,0.006543216323232393,0.008429712517210534,
22,density,7,339398,339458,60,3.893050458237915,density,0.008339140014732913,0.012135957084880432,0.010161835638923125,
22,density,8,294585,294645,60,4.018905671156378,density,0.006833032267953342,0.014071830146796114,0.008549171817455561,
22,density,9,114570,114630,60,4.131790564268903,density,0.014481407691190893,0.02010232974082526,0.044239932879588974,
22,density,10,126597,126657,60,4.463038571340111,density,0.001735497722835841,0.004539833730333076,0.0023871805103908854,
23,density,0,203267,203327,60,1.999200562387517e-07,density,0.008136087439882344,0.01334263456744069,0.07168343701731597,
23,density,1,221307,221367,60,1.3245843109910531,density,0.008360140853437767,0.013917284920405306,0.05721073534624439,
23,density,2,173874,173934,60,2.656501831720021,density,0.003711415309380263,0.013098187896357574,0.06293747232878984,
23,density,3,274421,274481,60,2.8627849882325975,density,0.004447675878047375,0.023333699332005874,0.017953167768247697,
23,density,4,640,700,60,3.4857008369238835,density,0.0024413137730743286,0.007654212406168419,0.015208163001404333,
23,density,5,327034,327094,60,3.5844825133419365,density,0.00485755915560377,0.005867219849700836,0.06839694698410939,
23,density,6,162288,162348,60,4.264934129047696,density,0.00867943521773337,0.01044258027336295,0.09508167497129529,
23,density,7,274136,274196,60,4.293952019491157,density,0.01367714191876875,0.018809013505713634,0.017003817114548195,
23,density,8,227605,227665,60,4.319482617639581,density,0.01014653514602075,0.014722496158479769,0.08119202820974947,
23,density,9,189122,189182,60,4.3423159150130015,density,0.0010401192473730252,0.0020204048164223745,0.0027975969799675536,
23,density,10,76048,76108,60,4.363046588899865,density,0.0011416064819774069,0.0018834322073421046,0.0016142059913480638,
23,density,11,306036,306096,60,4.435099762316514,density,0.002200422899976447,0.012741797972994977,0.008379464883155831,
24,density,0,207677,207737,60,8.242915085517962e-07,density,0.003988684790538099,0.007587089376422552,0.005300930412193455,
24,density,1,60651,60711,60,1.2041483643515833,density,0.003381402745360946,0.01148063383057043,0.004156317999897407,
24,density,2,64620,64680,60,2.3278298529392485,density,2.5097689758890714e-16,0.001565317937935519,0.0017993844771562071,
24,density,3,192873,192933,60,2.8701742249828204,density,0.0028545011826423277,0.005556836164379641,0.004990099213368248,
24,density,4,153407,153467,60,3.4279048057359196,density,0.001827142152680489,0.006391955220239913,0.0026252257741999426,
24,density,5,234428,234488,60,3.5023049964755186,density,0.001625625376767395,0.004063191854208974,0.00460325424644695,
24,density,6,223832,223892,60,3.6529888326448074,density,0.003215391505755783,0.007868291254519688,0.0047717973210504435,
24,density,7,159524,159584,60,3.7194134556803986,density,0.0038321574951011017,0.006059513750715067,0.02264561225652831,
