motif_id,pattern_type,instance_idx,density_mean,density_std,density_change,density_range,ore_correlation,watermill_correlation,waterzumpf_correlation,ore_lag,watermill_lag,waterzumpf_lag,waterzumpf_cv,ore_cv,watermill_cv
7,density,0,1701.4076961048363,100.7847335336038,124.2824076100153,293.46158722276095,-0.5388116071456966,-0.8340339778103711,0.7026862194584772,0,0,0,0.0006232309793944648,0.0008159081770417963,0.06039264236415115
7,density,1,1687.5266278180463,2.940066918190278,4.121245242354917,8.693802709111424,0.6097469382911392,-0.0442873292847106,0.0988281596679527,0,0,0,0.0007698218894959939,0.0010064960225478114,0.0011959062456320898
7,density,2,1690.067274283753,0.4873339327982468,-0.15764691968229272,1.5703838914471362,-0.4101329717113698,0.8008320493002484,0.17188584955137226,0,0,0,0.0010029565642625368,0.0013069202060708987,0.006093882061397621
7,density,3,1668.6625603020864,0.8338007592520964,2.2536596970394385,3.7627690882895877,0.13906768172610692,0.046271912946633686,0.1573139336218647,0,0,0,0.001101021622403469,0.001400143770154005,0.003103782690264805
7,density,4,1673.4967002035862,0.8156254700087007,1.0599047188338773,2.420372710950005,-0.34522523808744604,-0.7846347186293479,0.542284872876895,0,0,0,0.0007270993829132525,0.0010416433811110267,0.04047261589892254
7,density,5,1691.9064050816344,0.30888004576908323,0.9933278427326968,1.2439521292376412,0.40709304542352936,-0.4685895923898226,0.3737205801560376,0,0,0,0.000736825819288351,0.0008918420070006058,0.007122010984360867
7,density,6,1705.662662529268,4.5597038781598895,14.171930455443544,14.171930455443544,-0.6303068047856358,-0.9905367672653712,-0.3641761650606945,0,0,0,0.0005333911446206692,0.0007674915775146754,0.0028068449053430364
7,density,7,1693.1150253612464,2.9993324657691294,-8.355643293310777,9.639905329164776,-0.5086262933617984,0.7755741570506893,-0.5829132042928395,0,0,0,0.0007144827265386014,0.0009261591308315556,0.0029949885055741018
7,density,8,1677.1310003556653,4.566278876315251,-8.22845624130423,13.61484109486446,0.5139080009603109,0.7174891261051161,0.16199547388937097,0,0,0,0.0004583374714394637,0.0007057398605316109,0.006878936609291075
7,density,9,1697.790796885671,3.00726108280082,8.205633982247718,8.2088488945285,0.42347425840461994,-0.9358740798191997,0.34428429251128556,0,0,0,0.0004011294560020862,0.001147210300473405,0.002654600999289558
7,density,10,1673.569097213573,2.971676702397422,-6.689186144849373,11.030217713454476,0.9029621842917753,0.9041865155576212,-0.5814479126675419,0,0,0,0.0042031360276632715,0.01067008164009263,0.011800030753420919
7,density,11,1696.5075345170428,2.3583619293764624,6.303286818834067,6.5841509868298544,0.8570100499305826,-0.25799310381078633,-0.31328201545506457,0,0,0,0.0005868308635138774,0.0007810719935917857,0.0023057264874210225
7,density,12,1696.2874344986205,3.1906412949260914,-11.689502660242624,11.689502660242624,0.8104569937512391,0.8026945917213446,-0.48836698496875425,0,0,0,0.0005274358729386354,0.0009764387430717636,0.001591921401338765
7,density,13,1665.3954982694083,3.0635567169324274,10.395784721465816,10.395784721465816,-0.46177076033920894,-0.4525880116313568,-0.38670460297569437,0,0,0,0.0008382201556147554,0.0010854056760223006,0.0013501876959934338
7,density,14,1637.8350286126,2.7094899246858093,-0.5649732093554576,9.335581547269157,0.23365434025753745,0.3282474165426977,-0.22950864253233244,0,0,0,0.007604742676218855,0.011749985840667115,0.012943794777128243
7,density,15,1671.7621301120403,2.0506273471246517,-6.618123104621418,7.003054213370433,0.3163623854811234,0.7728967773684131,-0.41987788142280896,0,0,0,0.0005856921630345019,0.0007692195571265064,0.0012685819260240827
7,density,16,1691.9624102389382,2.015424913843306,4.127534278362646,5.668913929851669,-0.5192273213304368,-0.4424935353848612,0.032937013080754064,0,0,0,0.002066431270192251,0.00519001014708415,0.0033702944321619796
7,density,17,1732.1146703060983,3.786311524901917,3.697553892279984,12.493849573154876,-0.5004857065544125,-0.45409009146417695,-0.7387320694994134,0,0,0,0.01478255160404544,0.024331031099145944,0.025295563254761316
7,density,18,1681.0479208868335,0.450890467786885,-1.5492844615309878,1.6152311281975926,0.09803485000496928,0.3401605407539829,0.07949587059516634,0,0,0,0.0006608295315224761,0.001195062671146465,0.0010986495088006504
7,density,19,1684.4316438665924,1.6543772777832766,-1.0835583056557425,5.485758706063962,0.5469128750865767,0.3352174894707094,-0.047624466605298274,0,0,0,0.0006342766998701381,0.004112859661883748,0.0022702047598753532
8,density,0,1715.5989605919333,3.3747708943094805,12.52402811711272,12.52402811711272,0.05443882662432948,-0.8300182547677186,0.18281021064450326,0,0,0,0.00048004106937609917,0.0010207323280354687,0.0017868281371791887
8,density,1,1679.2448344394695,1.178599554078984,-1.8965752448859803,4.070670861469807,0.8030632192830544,0.7179251409440427,-0.27603557206556795,0,0,0,0.0004971218781303383,0.0012733671400095496,0.0011424836462837025
8,density,2,1668.039240563637,4.46342308058668,-18.047627848331103,25.065689970734866,0.2183423902255484,0.32593535521522854,0.8409267885824746,0,0,0,0.012257201723072998,0.10095283968261895,0.0694023808461273
8,density,3,1738.153055919629,2.481746308631715,-2.345095052635088,7.92386372166402,-0.8190315693997118,-0.029847615789999574,0.7899743915760435,0,0,0,0.0008392743266264296,0.0020064087611224033,0.0010149647376594337
8,density,4,1717.58207096709,2.9812526137454136,10.788007406267752,10.788007406267752,-0.8589977686140174,-0.9682389462824027,-0.7913645110718862,0,0,0,0.004533668566478384,0.006622519137416641,0.012511167181304142
9,density,0,1617.2524042762998,4.167533251646997,-7.144394147302364,13.814445774181195,0.7948014723055031,-0.6861777645192494,0.6130126341494906,0,0,0,0.0030415967462132268,0.010664467005249052,0.018358959229916566
9,density,1,1617.7440590570393,3.4275228583720243,7.362285265890478,13.757437669180263,-0.03713185068254138,0.4301373091305648,-0.39392947642082554,0,0,0,0.0016997198795594437,0.0020545662973104023,0.007634820060214383
9,density,2,1743.9013113828344,2.4857626016294954,5.184970179673428,8.370926649806279,-0.758702312757949,0.908238431089152,-0.6925443430399503,0,0,0,0.0041478649116421,0.011534984103461328,0.005555426670993703
