TimeStamp,Ore,WaterMill,WaterZumpf,Power,ZumpfLevel,PressureHC,DensityHC,FE,PulpHC,PumpRPM,MotorAmp,PSI80,PSI200,id,Date,Shift,Class_15,Class_12,Grano,Daiki,Shisti,Original_Sheet,mill_id,motif_id,segment_start,segment_end,motif_distance
2025-10-09 10:17:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:18:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:19:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:20:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:21:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:22:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:23:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:24:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:25:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:26:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:27:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:28:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:29:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:30:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:31:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:32:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:33:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:34:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:35:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:36:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:37:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:38:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:39:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:40:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:41:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:42:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:43:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:44:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:45:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:46:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:47:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:48:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:49:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:50:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:51:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:52:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:53:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:54:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:55:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:56:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:57:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:58:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:59:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 11:00:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 11:01:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66938,66998,0.0
2025-10-09 10:07:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:08:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:09:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:10:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:11:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:12:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:13:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:14:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:15:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:16:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:17:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:18:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:19:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:20:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:21:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:22:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:23:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:24:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:25:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:26:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:27:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:28:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:29:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:30:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:31:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:32:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:33:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:34:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:35:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:36:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:37:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:38:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:39:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:40:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:41:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:42:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:43:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:44:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:45:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:46:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:47:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:48:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:49:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:50:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:51:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:52:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
2025-10-09 10:53:00,165.247,12.6259,209.2355,1958.9281395348837,1548.503,0.33206451612903226,1686.214705882353,3.137,563.8842173913043,705.351,185.3775,51.4,23.7,844,,1,1.7,6.6,0.578,0.318,0.104,,8,1,66943,67003,0.0
