motif_id,num_instances,avg_density_change,avg_ore_density_corr,avg_watermill_density_corr,avg_ore_lag_min,avg_watermill_lag_min
1,7,9.929138449642421,0.8603240805860545,0.8754867228710019,0.0,0.0
2,3,-13.211143174656021,0.8848177322884077,0.4400538175681418,-1.0,-15.0
3,4,-2.3367332783493,0.4816032405517153,0.3775970537706447,-8.0,-10.5
4,3,-3.3963617916717035,0.5253525083959051,0.34335270309084165,0.0,0.0
5,7,5.038780144957757,0.305825638422129,0.37319546502824835,-2.0,0.0
6,9,0.14815814958746565,-0.07367864855546344,0.1256670565255002,0.0,0.0
